filename,width,height,class,xmin,ymin,xmax,ymax
10IMAG0120.JPG,728,546,white tailed deer,595,239,624,305
10IMAG0121.JPG,582,437,white tailed deer,290,204,372,349
10IMAG0121.JPG,582,437,white tailed deer,551,181,576,203
10IMAG0122.JPG,583,437,white tailed deer,204,210,340,389
10IMAG0122.JPG,583,437,white tailed deer,550,183,577,204
10IMAG0123.JPG,585,439,white tailed deer,97,212,291,435
10IMAG0123.JPG,585,439,white tailed deer,542,181,563,201
10IMAG0124.JPG,583,437,white tailed deer,490,172,522,204
10IMAG0125.JPG,584,438,white tailed deer,496,177,523,203
10IMAG0127.JPG,588,441,white tailed deer,258,212,316,297
10IMAG0128.JPG,589,442,white tailed deer,248,221,301,334
10IMAG0130.JPG,795,597,white tailed deer,1,296,358,595
10IMAG0131.JPG,749,562,white tailed deer,223,262,487,553
10IMAG0132.JPG,745,558,white tailed deer,423,265,507,454
10IMAG0133.JPG,751,563,white tailed deer,345,256,477,470
10IMAG0133.JPG,751,563,white tailed deer,615,239,646,314
10IMAG0134.JPG,749,562,white tailed deer,461,261,522,410
10IMAG0134.JPG,749,562,white tailed deer,623,230,655,302
10IMAG0135.JPG,747,560,white tailed deer,520,245,561,363
10IMAG0135.JPG,747,560,white tailed deer,640,230,673,285
10IMAG0137.JPG,749,562,white tailed deer,569,243,687,316
10IMAG0138.JPG,748,561,white tailed deer,600,243,684,320
10IMAG0139.JPG,746,560,white tailed deer,653,239,729,327
10IMAG0139.JPG,746,560,white tailed deer,525,244,611,325
10IMAG0141.JPG,746,560,white tailed deer,345,229,407,290
10IMAG0141.JPG,746,560,white tailed deer,520,216,645,335
10IMAG0143.JPG,749,562,white tailed deer,28,225,106,273
10IMAG0143.JPG,749,562,white tailed deer,514,242,648,332
10IMAG0146.JPG,753,565,white tailed deer,226,260,329,477
10IMAG0147.JPG,749,562,white tailed deer,207,227,375,543
10IMAG0151.JPG,583,437,white tailed deer,411,176,472,220
10IMAG0153.JPG,583,437,white tailed deer,355,183,419,217
10IMAG0157.JPG,588,441,white tailed deer,395,242,569,441
10IMAG0160.JPG,782,587,white tailed deer,103,244,211,296
10IMAG0161.JPG,782,587,white tailed deer,186,250,265,291
10IMAG0162.JPG,784,588,white tailed deer,225,231,309,291
10IMAG0163.JPG,783,587,white tailed deer,484,249,560,291
10IMAG0165.JPG,783,587,white tailed deer,128,264,200,294
10IMAG0165.JPG,783,587,white tailed deer,315,258,379,298
10IMAG0165.JPG,783,587,white tailed deer,572,233,647,290
10IMAG0166.JPG,640,480,Roe,553,252,623,415
10IMAG0167.JPG,640,480,Roe,553,264,639,479
10IMAG0176.JPG,784,588,white tailed deer,440,258,565,353
10IMAG0179.JPG,787,591,white tailed deer,277,259,417,373
10IMAG0180.JPG,788,591,white tailed deer,206,259,368,372
10IMAG0181.JPG,762,571,white tailed deer,462,255,613,339
10IMAG0183.JPG,760,569,white tailed deer,591,235,709,333
10IMAG0187.JPG,674,505,white tailed deer,387,231,427,308
10IMAG0188.JPG,674,505,white tailed deer,388,233,429,309
10IMAG0211.JPG,708,531,white tailed deer,1,342,245,531
10IMAG0212.JPG,698,523,white tailed deer,143,306,329,521
10IMAG0213.JPG,694,520,white tailed deer,256,282,368,494
10IMAG0214.JPG,705,529,white tailed deer,99,307,305,527
10IMAG0214.JPG,705,529,white tailed deer,597,257,630,313
10IMAG0215.JPG,692,519,white tailed deer,375,285,441,409
10IMAG0215.JPG,692,519,white tailed deer,595,245,631,307
10IMAG0217.JPG,747,561,white tailed deer,454,234,528,270
10IMAG0218.JPG,747,560,white tailed deer,502,234,567,271
10IMAG0219.JPG,749,562,white tailed deer,529,227,586,273
10IMAG0221.JPG,748,561,white tailed deer,195,229,255,263
10IMAG0223.JPG,740,555,white tailed deer,372,404,557,554
10IMAG0225.JPG,743,557,white tailed deer,15,507,332,555
10IMAG0226.JPG,549,412,Rabbit,232,281,287,365
10IMAG0227.JPG,551,413,Rabbit,263,270,300,346
10IMAG0228.JPG,551,414,Rabbit,259,263,313,354
10IMAG0232.JPG,682,511,white tailed deer,470,218,543,253
10IMAG0233.JPG,681,511,white tailed deer,455,214,516,251
10IMAG0240.JPG,751,563,white tailed deer,419,234,498,316
10IMAG0242.JPG,753,565,white tailed deer,299,238,367,293
10IMAG0243.JPG,752,564,white tailed deer,200,237,283,288
10IMAG0244.JPG,645,484,white tailed deer,364,211,442,255
11IMAG0064.JPG,679,509,white tailed deer,360,338,679,507
11IMAG0065.JPG,675,506,white tailed deer,116,373,675,503
11IMAG0066.JPG,671,503,white tailed deer,172,265,671,499
11IMAG0068.JPG,687,515,white tailed deer,43,369,484,514
11IMAG0070.JPG,785,589,white tailed deer,267,203,376,260
11IMAG0071.JPG,785,589,white tailed deer,192,219,286,253
11IMAG0072.JPG,786,589,white tailed deer,120,222,200,255
11IMAG0073.JPG,610,458,white tailed deer,365,168,471,219
11IMAG0074.JPG,612,459,white tailed deer,306,172,401,212
11IMAG0075.JPG,612,459,white tailed deer,248,165,337,210
11IMAG0079.JPG,717,538,white tailed deer,239,430,717,536
11IMAG0080.JPG,726,544,white tailed deer,52,442,542,542
11IMAG0081.JPG,704,528,white tailed deer,4,477,152,528
11IMAG0085.JPG,697,523,white tailed deer,3,399,536,521
11IMAG0091.JPG,686,514,white tailed deer,116,225,303,309
11IMAG0092.JPG,681,511,white tailed deer,225,223,427,309
11IMAG0093.JPG,681,510,white tailed deer,388,200,597,310
11IMAG0097.JPG,609,457,Moose,431,104,609,276
11IMAG0098.JPG,612,459,Moose,291,99,612,280
11IMAG0099.JPG,610,457,Moose,181,97,516,314
11IMAG0100.JPG,611,458,Moose,488,105,611,244
11IMAG0101.JPG,612,459,Moose,434,117,581,255
11IMAG0102.JPG,613,460,Moose,375,119,509,247
11IMAG0103.JPG,612,459,Moose,310,131,391,233
11IMAG0104.JPG,614,460,Moose,279,130,354,219
11IMAG0104.JPG,614,460,Moose,363,169,419,224
11IMAG0105.JPG,614,460,Moose,261,131,336,222
11IMAG0105.JPG,614,460,Moose,354,167,407,218
11IMAG0106.JPG,614,460,Moose,191,146,271,205
11IMAG0107.JPG,615,461,Moose,195,145,253,206
11IMAG0108.JPG,610,457,Moose,194,149,241,199
11IMAG0112.JPG,707,530,white tailed deer,511,212,704,351
11IMAG0113.JPG,710,532,white tailed deer,386,182,658,345
11IMAG0114.JPG,708,531,white tailed deer,283,179,521,343
11IMAG0118.JPG,705,529,white tailed deer,553,172,703,343
11IMAG0119.JPG,710,532,white tailed deer,501,176,708,342
11IMAG0124.JPG,713,535,white tailed deer,109,223,291,316
11IMAG0127.JPG,605,453,Moose,403,85,605,360
11IMAG0128.JPG,606,455,Moose,351,108,605,325
11IMAG0129.JPG,605,454,Moose,306,81,560,364
11IMAG0130.JPG,606,454,Moose,410,113,541,360
11IMAG0131.JPG,609,457,Moose,418,132,513,307
11IMAG0132.JPG,608,456,Moose,363,121,487,264
11IMAG0133.JPG,607,455,Moose,254,127,408,239
11IMAG0134.JPG,608,456,Moose,243,131,370,245
11IMAG0135.JPG,609,457,Moose,198,133,322,221
11IMAG0136.JPG,609,457,Moose,212,137,263,213
11IMAG0137.JPG,609,457,Moose,211,143,257,209
11IMAG0138.JPG,610,457,Moose,216,140,276,202
11IMAG0142.JPG,707,530,white tailed deer,1,233,126,512
11IMAG0143.JPG,708,531,white tailed deer,1,223,129,519
11IMAG0144.JPG,708,531,white tailed deer,2,236,142,519
11IMAG0145.JPG,708,531,white tailed deer,1,306,157,517
11IMAG0148.JPG,708,531,white tailed deer,1,254,122,518
11IMAG0149.JPG,708,531,white tailed deer,1,255,121,517
11IMAG0150.JPG,710,532,white tailed deer,1,252,123,515
11IMAG0151.JPG,710,533,white tailed deer,1,324,79,515
11IMAG0153.JPG,713,535,white tailed deer,1,281,124,519
11IMAG0154.JPG,723,542,white tailed deer,1,315,272,527
11IMAG0155.JPG,724,543,white tailed deer,48,323,306,532
11IMAG0158.JPG,724,543,white tailed deer,501,346,724,543
11IMAG0161.JPG,781,586,white tailed deer,263,219,366,266
11IMAG0163.JPG,760,570,white tailed deer,28,222,250,353
11IMAG0254.JPG,603,453,white tailed deer,533,416,603,451
11IMAG0256.JPG,608,456,white tailed deer,376,254,605,456
11IMAG0257.JPG,609,457,white tailed deer,410,224,608,457
11IMAG0259.JPG,707,530,white tailed deer,1,241,83,530
11IMAG0262.JPG,771,578,white tailed deer,648,187,771,355
11IMAG0263.JPG,771,578,white tailed deer,592,182,751,334
11IMAG0264.JPG,771,579,white tailed deer,570,179,686,315
11IMAG0286.JPG,694,520,white tailed deer,481,366,690,520
11IMAG0287.JPG,693,520,white tailed deer,481,368,693,520
11IMAG0288.JPG,700,525,white tailed deer,494,371,700,525
11IMAG0290.JPG,695,521,white tailed deer,467,325,695,521
11IMAG0291.JPG,693,520,white tailed deer,513,340,691,520
11IMAG0292.JPG,613,460,white tailed deer,249,412,523,460
11IMAG0298.JPG,792,594,white tailed deer,525,389,792,593
11IMAG0299.JPG,789,592,white tailed deer,547,423,789,590
11IMAG0300.JPG,791,594,white tailed deer,536,427,791,593
11IMAG0304.JPG,642,482,white tailed deer,1,311,289,480
11IMAG0308.JPG,642,481,white tailed deer,41,351,258,480
11IMAG0310.JPG,636,477,white tailed deer,360,454,502,476
11IMAG0319.JPG,659,494,white tailed deer,8,295,359,493
11IMAG0320.JPG,657,493,white tailed deer,129,256,425,492
11IMAG0321.JPG,662,497,white tailed deer,217,303,585,496
11IMAG0322.JPG,782,587,white tailed deer,22,210,229,345
11IMAG0323.JPG,778,584,white tailed deer,100,220,303,365
11IMAG0324.JPG,608,456,white tailed deer,118,175,283,283
11IMAG0331.JPG,605,454,white tailed deer,6,291,163,454
11IMAG0332.JPG,603,453,white tailed deer,7,284,166,451
11IMAG0333.JPG,604,453,white tailed deer,70,279,167,452
11IMAG0334.JPG,609,457,white tailed deer,180,286,337,456
11IMAG0337.JPG,620,465,white tailed deer,349,309,566,465
11IMAG0340.JPG,629,472,white tailed deer,1,246,303,472
11IMAG0341.JPG,694,521,white tailed deer,1,266,481,520
11IMAG0342.JPG,691,518,white tailed deer,4,258,438,517
11IMAG0343.JPG,692,519,white tailed deer,1,247,477,519
11IMAG0344.JPG,693,520,white tailed deer,10,266,402,516
11IMAG0345.JPG,685,514,white tailed deer,106,253,482,512
11IMAG0346.JPG,618,464,white tailed deer,278,235,465,462
11IMAG0347.JPG,620,465,white tailed deer,278,233,466,463
11IMAG0348.JPG,619,464,white tailed deer,287,236,470,463
11IMAG0349.JPG,612,459,white tailed deer,236,229,442,438
11IMAG0351.JPG,614,461,white tailed deer,228,260,444,437
11IMAG0352.JPG,610,458,white tailed deer,223,281,314,433
11IMAG0353.JPG,611,458,white tailed deer,252,223,355,365
11IMAG0354.JPG,609,457,white tailed deer,279,182,405,360
11IMAG0358.JPG,654,491,white tailed deer,11,210,105,285
12IMAG0040.JPG,689,517,white tailed deer,99,199,196,260
12IMAG0041.JPG,690,517,white tailed deer,157,200,251,258
12IMAG0042.JPG,690,517,white tailed deer,197,199,296,257
12IMAG0043.JPG,689,517,white tailed deer,477,202,569,246
12IMAG0044.JPG,690,517,white tailed deer,528,203,617,248
12IMAG0045.JPG,690,517,white tailed deer,573,196,658,249
12IMAG0046.JPG,704,528,white tailed deer,2,388,272,527
12IMAG0047.JPG,702,526,white tailed deer,1,377,420,524
12IMAG0048.JPG,706,529,white tailed deer,1,406,416,526
12IMAG0050.JPG,696,522,white tailed deer,1,405,224,521
12IMAG0051.JPG,696,522,white tailed deer,1,395,220,520
12IMAG0052.JPG,692,519,white tailed deer,2,402,171,519
12IMAG0053.JPG,690,518,white tailed deer,1,396,140,518
12IMAG0054.JPG,689,517,white tailed deer,2,403,134,515
12IMAG0055.JPG,690,518,white tailed deer,1,413,172,517
12IMAG0057.JPG,706,529,white tailed deer,1,305,390,527
12IMAG0058.JPG,689,517,white tailed deer,1,409,167,517
12IMAG0059.JPG,692,519,white tailed deer,1,403,205,516
12IMAG0060.JPG,689,517,white tailed deer,1,400,198,515
12IMAG0061.JPG,688,516,white tailed deer,1,427,316,515
12IMAG0062.JPG,683,512,white tailed deer,1,442,240,512
12IMAG0063.JPG,685,513,white tailed deer,2,456,209,511
12IMAG0064.JPG,685,514,white tailed deer,1,434,226,512
12IMAG0065.JPG,694,520,white tailed deer,1,380,471,518
12IMAG0066.JPG,684,513,white tailed deer,1,460,222,513
12IMAG0070.JPG,693,520,white tailed deer,54,259,217,351
12IMAG0073.JPG,690,518,white tailed deer,393,232,460,284
12IMAG0074.JPG,690,518,white tailed deer,407,230,488,283
12IMAG0075.JPG,690,518,white tailed deer,418,229,493,284
12IMAG0076.JPG,774,581,white tailed deer,26,223,163,293
12IMAG0077.JPG,774,580,white tailed deer,103,222,232,285
12IMAG0079.JPG,774,580,white tailed deer,384,222,443,285
12IMAG0080.JPG,773,579,white tailed deer,404,222,452,283
12IMAG0081.JPG,770,578,white tailed deer,430,223,469,278
12IMAG0082.JPG,743,557,white tailed deer,481,203,620,296
12IMAG0083.JPG,737,552,white tailed deer,366,205,528,297
12IMAG0085.JPG,739,554,white tailed deer,351,175,417,336
12IMAG0086.JPG,739,554,white tailed deer,365,162,432,346
12IMAG0087.JPG,742,556,white tailed deer,378,199,433,372
12IMAG0091.JPG,701,525,white tailed deer,97,183,192,329
12IMAG0091.JPG,701,525,white tailed deer,1,236,10,279
12IMAG0092.JPG,770,578,white tailed deer,177,212,287,367
12IMAG0093.JPG,702,527,white tailed deer,233,189,393,358
12IMAG0093.JPG,702,527,white tailed deer,49,241,115,305
12IMAG0093.JPG,702,527,white tailed deer,2,232,44,284
12IMAG0094.JPG,775,582,white tailed deer,480,312,656,477
12IMAG0094.JPG,775,582,white tailed deer,383,254,523,417
12IMAG0094.JPG,775,582,white tailed deer,100,253,170,338
12IMAG0095.JPG,712,534,white tailed deer,579,125,711,528
12IMAG0095.JPG,712,534,white tailed deer,474,271,592,455
12IMAG0095.JPG,712,534,white tailed deer,342,232,483,391
12IMAG0095.JPG,712,534,white tailed deer,93,233,142,317
12IMAG0096.JPG,708,531,white tailed deer,466,254,603,450
12IMAG0096.JPG,708,531,white tailed deer,357,235,469,394
12IMAG0096.JPG,708,531,white tailed deer,93,240,140,317
12IMAG0098.JPG,779,584,white tailed deer,385,273,521,437
12IMAG0098.JPG,779,584,white tailed deer,513,275,660,494
12IMAG0098.JPG,779,584,white tailed deer,102,252,176,345
12IMAG0099.JPG,709,531,white tailed deer,91,230,162,322
12IMAG0099.JPG,709,531,white tailed deer,355,256,465,398
12IMAG0099.JPG,709,531,white tailed deer,471,257,638,455
12IMAG0100.JPG,664,498,white tailed deer,498,287,662,498
12IMAG0100.JPG,664,498,white tailed deer,233,257,352,343
12IMAG0101.JPG,707,530,white tailed deer,337,283,471,386
12IMAG0107.JPG,650,487,white tailed deer,91,191,188,307
12IMAG0108.JPG,759,569,white tailed deer,171,216,301,371
12IMAG0109.JPG,647,486,white tailed deer,179,230,257,329
12IMAG0110.JPG,649,487,white tailed deer,234,249,323,333
12IMAG0110.JPG,649,487,white tailed deer,1,202,28,260
12IMAG0112.JPG,652,489,white tailed deer,347,226,489,372
12IMAG0113.JPG,656,492,white tailed deer,476,240,655,492
12IMAG0114.JPG,654,491,white tailed deer,499,290,651,491
12IMAG0115.JPG,669,502,white tailed deer,336,190,436,245
12IMAG0116.JPG,670,502,white tailed deer,341,172,409,244
12IMAG0118.JPG,670,503,white tailed deer,404,173,494,258
12IMAG0120.JPG,671,504,white tailed deer,438,159,540,262
12IMAG0121.JPG,680,510,white tailed deer,325,168,452,266
12IMAG0122.JPG,682,511,white tailed deer,278,184,385,269
12IMAG0123.JPG,681,511,white tailed deer,217,175,331,262
12IMAG0128.JPG,651,488,white tailed deer,1,168,37,278
12IMAG0131.JPG,681,511,white tailed deer,354,160,440,338
12IMAG0132.JPG,683,512,white tailed deer,360,186,435,360
12IMAG0134.JPG,759,569,white tailed deer,345,241,637,518
12IMAG0135.JPG,751,563,white tailed deer,254,232,444,414
12IMAG0139.JPG,758,568,white tailed deer,476,273,708,520
12IMAG0141.JPG,744,558,white tailed deer,1,246,27,305
12IMAG0142.JPG,756,567,white tailed deer,626,289,751,551
12IMAG0143.JPG,753,565,white tailed deer,434,264,621,484
12IMAG0144.JPG,749,562,white tailed deer,315,283,458,428
12IMAG0145.JPG,667,501,white tailed deer,130,205,202,316
12IMAG0146.JPG,666,500,white tailed deer,131,207,200,310
12IMAG0147.JPG,670,502,white tailed deer,135,205,223,308
12IMAG0148.JPG,674,505,white tailed deer,116,208,180,310
12IMAG0149.JPG,671,503,white tailed deer,116,206,181,314
12IMAG0151.JPG,663,497,white tailed deer,1,221,95,288
12IMAG0154.JPG,671,503,white tailed deer,513,173,592,230
12IMAG0154.JPG,671,503,white tailed deer,530,191,576,234
12IMAG0155.JPG,673,504,white tailed deer,531,188,576,230
12IMAG0155.JPG,673,504,white tailed deer,452,177,543,230
12IMAG0156.JPG,673,504,white tailed deer,531,186,577,230
12IMAG0156.JPG,673,504,white tailed deer,415,178,492,232
12IMAG0157.JPG,672,504,white tailed deer,375,199,436,237
12IMAG0157.JPG,672,504,white tailed deer,52,190,86,230
12IMAG0158.JPG,673,505,white tailed deer,33,196,64,234
12IMAG0158.JPG,673,505,white tailed deer,349,195,399,237
12IMAG0159.JPG,672,504,white tailed deer,354,191,397,237
12IMAG0159.JPG,672,504,white tailed deer,18,192,46,236
12IMAG0160.JPG,673,505,white tailed deer,220,195,268,243
12IMAG0160.JPG,673,505,white tailed deer,67,204,100,231
12IMAG0161.JPG,673,504,white tailed deer,67,204,98,231
12IMAG0161.JPG,673,504,white tailed deer,140,199,185,228
12IMAG0163.JPG,743,557,white tailed deer,508,125,740,557
12IMAG0164.JPG,742,556,white tailed deer,391,221,683,544
12IMAG0169.JPG,733,549,white tailed deer,25,248,85,312
12IMAG0169.JPG,733,549,white tailed deer,234,256,325,385
12IMAG0169.JPG,733,549,white tailed deer,371,268,561,449
12IMAG0170.JPG,730,547,white tailed deer,4,232,51,304
12IMAG0170.JPG,730,547,white tailed deer,186,235,246,355
12IMAG0170.JPG,730,547,white tailed deer,243,250,367,383
12IMAG0171.JPG,730,547,white tailed deer,7,216,47,297
12IMAG0171.JPG,730,547,white tailed deer,154,243,211,335
12IMAG0171.JPG,730,547,white tailed deer,179,225,265,360
12IMAG0172.JPG,724,543,white tailed deer,1,224,32,297
12IMAG0178.JPG,697,523,white tailed deer,541,237,696,520
12IMAG0179.JPG,701,526,white tailed deer,370,234,608,474
12IMAG0180.JPG,691,519,white tailed deer,261,225,417,389
12IMAG0182.JPG,690,517,white tailed deer,2,203,30,275
12IMAG0190.JPG,737,552,white tailed deer,1,231,137,374
12IMAG0191.JPG,736,552,white tailed deer,77,225,198,365
12IMAG0194.JPG,737,553,white tailed deer,58,245,116,323
12IMAG0197.JPG,751,563,white tailed deer,413,211,434,262
12IMAG0198.JPG,753,565,white tailed deer,448,221,481,249
12IMAG0205.JPG,685,514,white tailed deer,595,185,659,231
12IMAG0208.JPG,738,553,white tailed deer,183,256,272,370
12IMAG0209.JPG,738,554,white tailed deer,227,265,326,379
12IMAG0227.JPG,699,524,white tailed deer,261,188,442,386
12IMAG0227.JPG,699,524,white tailed deer,1,221,32,277
12IMAG0228.JPG,714,535,white tailed deer,7,233,66,292
12IMAG0228.JPG,714,535,white tailed deer,508,187,714,471
12IMAG0229.JPG,692,519,white tailed deer,29,208,80,295
12IMAG0229.JPG,692,519,white tailed deer,155,206,253,307
12IMAG0230.JPG,693,520,white tailed deer,28,210,79,296
12IMAG0230.JPG,693,520,white tailed deer,346,216,454,305
12IMAG0231.JPG,692,519,white tailed deer,28,204,80,297
12IMAG0231.JPG,692,519,white tailed deer,404,195,499,313
12IMAG0235.JPG,721,541,white tailed deer,1,208,79,289
12IMAG0236.JPG,795,596,white tailed deer,3,229,68,324
12IMAG0237.JPG,724,543,white tailed deer,1,208,56,289
12IMAG0238.JPG,723,542,white tailed deer,185,218,314,364
12IMAG0239.JPG,725,544,white tailed deer,263,222,415,395
12IMAG0240.JPG,727,545,white tailed deer,334,213,543,405
12IMAG0242.JPG,725,543,white tailed deer,1,221,46,282
12IMAG0243.JPG,724,543,white tailed deer,1,207,64,290
12IMAG0245.JPG,674,505,white tailed deer,1,187,61,276
12IMAG0246.JPG,673,505,white tailed deer,1,182,82,284
12IMAG0247.JPG,668,501,white tailed deer,131,186,325,311
12IMAG0249.JPG,673,505,white tailed deer,237,183,402,294
12IMAG0255.JPG,638,479,white tailed deer,358,131,616,412
12IMAG0256.JPG,774,580,white tailed deer,2,201,100,332
12IMAG0257.JPG,774,581,white tailed deer,1,207,38,318
12IMAG0259.JPG,770,578,white tailed deer,252,202,327,307
12IMAG0260.JPG,773,580,white tailed deer,141,211,187,271
12IMAG0261.JPG,775,581,white tailed deer,42,221,74,265
13IMAG0061.JPG,751,563,white tailed deer,312,319,401,367
13IMAG0062.JPG,751,564,white tailed deer,497,332,589,380
13IMAG0062.JPG,751,564,white tailed deer,160,321,237,365
13IMAG0063.JPG,750,562,white tailed deer,431,340,514,380
13IMAG0067.JPG,788,591,white tailed deer,227,470,452,590
13IMAG0070.JPG,781,586,white tailed deer,1,521,26,586
13IMAG0074.JPG,780,585,white tailed deer,165,331,278,502
13IMAG0075.JPG,778,583,white tailed deer,72,302,241,507
13IMAG0077.JPG,779,584,white tailed deer,18,260,214,538
13IMAG0078.JPG,781,586,white tailed deer,17,266,218,533
13IMAG0079.JPG,778,584,white tailed deer,122,328,315,506
13IMAG0080.JPG,775,581,white tailed deer,292,321,432,436
13IMAG0084.JPG,775,582,white tailed deer,749,356,775,407
13IMAG0085.JPG,772,579,white tailed deer,560,337,654,386
13IMAG0087.JPG,772,579,white tailed deer,723,343,768,395
13IMAG0089.JPG,737,553,white tailed deer,157,370,246,461
13IMAG0090.JPG,736,552,white tailed deer,211,347,289,459
13IMAG0094.JPG,715,537,white tailed deer,418,317,563,408
13IMAG0095.JPG,716,537,white tailed deer,403,310,534,410
13IMAG0096.JPG,715,536,white tailed deer,405,282,524,406
13IMAG0098.JPG,714,536,white tailed deer,372,300,420,380
13IMAG0099.JPG,715,536,white tailed deer,380,314,414,377
13IMAG0100.JPG,387,290,Rabbit,111,219,168,257
13IMAG0101.JPG,388,291,Rabbit,147,227,207,274
13IMAG0102.JPG,387,290,Rabbit,210,227,277,290
13IMAG0103.JPG,739,554,white tailed deer,167,317,236,389
13IMAG0110.JPG,730,548,white tailed deer,424,343,535,418
13IMAG0110.JPG,730,548,white tailed deer,500,312,614,424
13IMAG0112.JPG,725,544,white tailed deer,223,306,285,347
13IMAG0112.JPG,725,544,white tailed deer,537,311,617,417
13IMAG0113.JPG,725,544,white tailed deer,154,305,232,358
13IMAG0113.JPG,725,544,white tailed deer,522,305,620,418
13IMAG0114.JPG,725,544,white tailed deer,522,306,619,419
13IMAG0114.JPG,725,544,white tailed deer,146,306,176,343
13IMAG0115.JPG,724,543,white tailed deer,306,293,410,412
13IMAG0116.JPG,724,543,white tailed deer,305,290,411,413
13IMAG0117.JPG,724,543,white tailed deer,281,295,414,412
13IMAG0118.JPG,725,544,white tailed deer,89,304,266,472
13IMAG0119.JPG,727,545,white tailed deer,1,321,202,503
13IMAG0120.JPG,724,543,white tailed deer,1,293,146,513
14IMAG0106.JPG,336,252,Moose,41,67,89,188
14IMAG0107.JPG,360,270,Moose,167,43,360,224
14IMAG0109.JPG,639,479,white tailed deer,406,175,498,326
